,outcome,distance,direction
116,1,1.6934539608482346,[-0.67955995  0.70810553 -0.19179373]
117,1,8.662120232174717,[-0.15973855 -0.97990695  0.11944018]
118,2,1.9507492524324892,[ 0.54565034 -0.82161913 -0.16494762]
119,2,0.6056275024357417,[-0.49713431  0.74265608  0.44868633]
120,1,0.7468750338761143,[ 0.94435764 -0.03208519 -0.32735177]
121,0,1.0680573815332695,[0.14342706 0.34008032 0.92939446]
122,1,0.9692248090775342,[ 0.71400215  0.63659578 -0.29145624]
123,2,0.23058961340103099,[0.44225706 0.88790002 0.126658  ]
124,1,1.816927815007787,[-0.70817006 -0.61665136  0.343855  ]
125,1,3.2898605455862806,[0.0748159  0.78204883 0.61871012]
126,2,1.047966605327322,[-0.03064704  0.37289946  0.92736549]
127,1,0.20561886170656363,[ 0.75638988  0.37681195 -0.53468412]
128,2,1.5019218220386268,[ 0.42556592  0.8432861  -0.32827153]
129,0,0.8713776364644208,[ 0.78432865 -0.46837583 -0.40675872]
130,2,3.9211449275969623,[ 0.19336312  0.91841631 -0.34514082]
131,1,0.4322425057389656,[-0.14226886 -0.7709987   0.62074196]
132,2,0.9427889055948988,[-0.45693541  0.52639087 -0.71702349]
133,1,4.279949988592027,[ 0.93767114 -0.08862897 -0.33603234]
134,0,4.53392206282125,[-0.27255772 -0.7396762   0.61529782]
135,2,0.46968669772205984,[ 0.5921318   0.35115109 -0.72530879]
136,1,1.848244370672493,[ 0.6989597   0.33909428 -0.62965896]
137,2,1.6397881601187239,[-0.7692274  -0.0943348  -0.63197323]
138,2,3.2930219047567553,[-0.91895586  0.31817204  0.23299502]
139,2,11.477075378873245,[-0.10237625  0.79305101 -0.60049079]
140,1,4.371435480930624,[-0.70139517  0.62364949 -0.34511755]
141,1,2.246186840214146,[-0.56191678  0.80561074  0.18772549]
142,2,2.2325655920254226,[ 0.37344705  0.6956691  -0.61366261]
143,1,0.1639505411947366,[-0.56084935 -0.19109676 -0.80556193]
144,1,2.717965720246093,[-0.24707782 -0.40691249 -0.87941729]
145,1,0.2408373128091453,[-0.64040507 -0.27308229  0.71784916]
146,1,0.2253508698997125,[-0.46093682  0.23024108 -0.85704509]
147,1,0.7594546514260906,[-0.68629329 -0.50023176  0.52798646]
148,1,2.3394854918890724,[-0.25593969 -0.52335157 -0.81277181]
149,0,2.8866750438045043,[-0.94355861 -0.01458626 -0.33088426]
150,1,0.41965659020532514,[-0.01476654  0.95860058  0.28437103]
151,1,0.4225057095459297,[0.72082476 0.15757299 0.67496846]
152,0,0.5806263462261569,[ 0.97958639 -0.18636551  0.07535509]
153,1,3.098594307196409,[ 0.83488794  0.53238103 -0.13975899]
154,1,0.06192237788915468,[-0.26038198  0.9165205  -0.30363037]
155,1,2.11985370547249,[ 0.43279644  0.46853234 -0.77017185]
156,0,2.212208635946371,[0.34931686 0.90937203 0.22587661]
157,0,3.5732317327753345,[ 0.83905092 -0.39308475  0.37613552]
158,2,0.9541171044161006,[ 0.04260209  0.45085487 -0.89158003]
159,2,0.5785772425503031,[0.39509414 0.87998064 0.26369433]
160,1,0.5524590260420675,[ 0.48423527 -0.77755134  0.40116096]
161,2,1.3732576009173896,[ 0.08816493 -0.59026104 -0.80238323]
162,2,2.463999817498391,[-0.06469453 -0.74190745 -0.66737392]
163,2,0.5475029606672389,[0.34810866 0.48542167 0.80198888]
164,1,3.6647012134259924,[0.30636025 0.63574174 0.70850253]
165,1,4.417451341037916,[-0.08692713  0.24134739  0.96653769]
166,0,1.7447738213645974,[ 0.45856405 -0.70718005 -0.53815925]
167,2,0.35735937475083546,[0.2915523  0.84348658 0.45114039]
168,0,0.48965869299378656,[0.45235911 0.88582889 0.1033364 ]
169,0,1.1651066998780042,[-0.46586434 -0.59024529 -0.65922751]
170,1,0.824774377140845,[-0.3406107   0.84529037 -0.41166557]
171,0,1.6036840065281166,[ 0.92861118 -0.05879348  0.36636677]
172,2,1.4944501574781806,[0.89511966 0.38129665 0.23102742]
173,2,1.255069070098404,[ 0.94758157  0.21472118 -0.23660934]
174,2,1.0450337953717392,[ 0.50748177 -0.4979478   0.70321422]
175,1,2.7760572025684827,[-0.92157236  0.15983924 -0.35377365]
176,1,9.1744281233717,[ 0.4873794  -0.84838482  0.20665071]
177,2,1.899724588337556,[ 0.85303355  0.50756673 -0.12128386]
178,1,0.011445610410556653,[0.92304908 0.13466789 0.36034006]
179,2,0.3428724645448123,[ 0.5353204  -0.50435043 -0.67754167]
180,1,12.9336724929027,[0.07661675 0.94133091 0.32867306]
181,0,0.8100480911693647,[ 0.05990362 -0.08985307 -0.99415189]
182,2,0.3923448723876052,[ 0.68934675  0.08596897 -0.71931244]
183,0,1.2175853403143275,[-0.67642179  0.34146421  0.65257624]
184,1,2.7929197118817335,[ 0.15840421 -0.88095539 -0.44589877]
185,2,0.4087114389204602,[ 0.1614473  -0.85132311 -0.49918307]
186,0,0.421717052777717,[-0.44721244 -0.47721266  0.75648471]
187,1,1.9037989485591797,[-0.83030629  0.29451954  0.47312758]
188,1,0.5903306153271697,[ 0.12878337 -0.84793017 -0.51422687]
189,2,0.9695354741159875,[ 0.03853935  0.9991351  -0.01561299]
190,1,3.6271867444076324,[ 0.69820284 -0.71010284 -0.09092165]
191,1,1.6633146875627327,[-0.15440734 -0.60964332 -0.77749173]
192,2,0.08579944046278505,[0.55766077 0.25300856 0.79057013]
193,1,0.828740718391936,[-0.23787856 -0.62322438  0.74498669]
194,1,0.163042871003914,[-0.03884978 -0.96464545  0.2606719 ]
195,1,0.6041421567115051,[0.21234522 0.52266143 0.82567217]
196,1,1.1359482528679954,[ 0.99967332  0.00184727 -0.0254919 ]
197,2,0.5126773154899166,[ 0.00880032 -0.79044486 -0.61246999]
198,1,0.6856693061587885,[-0.54828286  0.11586044  0.82822839]
199,1,2.1848457718731074,[ 0.78410529 -0.33573629 -0.52197705]
200,1,1.2204930965433227,[-0.4044247   0.71365257  0.57196213]
201,1,0.4693488509554463,[ 0.99522819 -0.07686484 -0.0601053 ]
202,1,0.37982582565080786,[0.90121393 0.4304546  0.05022243]
203,2,1.0238270679765955,[-0.0279615  -0.96696259 -0.25338016]
204,1,0.2980984419219788,[ 0.24126515  0.82738012 -0.50718169]
205,0,0.5956277041607376,[ 0.10835545 -0.24001896 -0.96470202]
206,1,0.9270475526404098,[ 0.93354417 -0.29714052 -0.20050636]
207,0,0.9324034691554078,[ 0.78993048 -0.57702366  0.20749346]
208,1,1.2611241631692198,[-0.42016055  0.65242101  0.63072335]
209,0,1.0247037034511226,[-0.87180445  0.28558014  0.39799622]
210,1,1.904156168360004,[-0.86538998  0.49972636  0.03706406]
211,2,5.384552830749627,[-0.31395312  0.30348706 -0.89962717]
212,1,1.4639458698515544,[-0.36473293 -0.88485299 -0.2898363 ]
213,1,1.2759593381263892,[ 0.9713423  -0.17699068 -0.1586456 ]
214,2,0.9402371067979287,[-0.64249509  0.72885433 -0.23658281]
215,1,0.29946688308555885,[-0.74880663  0.28090099 -0.60031931]
216,1,2.1097225125038657,[-0.28722243 -0.77823178 -0.55844299]
217,0,0.5702564597175798,[0.50930958 0.39280857 0.76570568]
218,1,4.3020326774261095,[ 0.62634007 -0.60917713  0.48641683]
219,1,2.9645237944938514,[ 0.8746348  -0.45277974  0.17321798]
220,0,4.754784872572613,[0.12883161 0.38342382 0.91454283]
221,1,3.817915940774753,[ 0.95861492 -0.05980916  0.27835284]
222,0,0.8375379030478205,[ 0.84263408 -0.22702133 -0.48829205]
223,2,1.0344730854883595,[-0.3511567  -0.09209718 -0.93177631]
224,2,0.1979416427581691,[-0.85392442 -0.34121605 -0.39291818]
225,1,0.8275571401280852,[0.57870302 0.79903388 0.16324112]
226,1,0.3866464251677746,[-0.35941013 -0.92603978 -0.11521585]
227,1,1.1919332303436359,[-0.70730211  0.70316059  0.07272495]
228,1,1.0110993309530538,[-0.290106   -0.82280326 -0.48870574]
229,2,1.2979658030450258,[ 0.01975012 -0.72293763  0.69063096]
230,2,1.9223197837212702,[-0.89541962 -0.06787231 -0.44001938]
231,1,0.14287126242099268,[-0.0079576   0.20156705  0.97944239]
232,1,0.8818222825414397,[ 0.42559872 -0.64167899 -0.63805471]
233,2,0.681319346395212,[-0.62197241 -0.04865173  0.78152629]
234,1,0.6125813239051953,[-0.49597836  0.84377955 -0.20504035]
235,1,3.5604419424088856,[ 0.40115248  0.37370115 -0.83631582]
236,1,3.6972537964914016,[-0.27857082  0.70246425 -0.65493684]
237,1,0.8670658474921846,[ 0.06667281  0.86238431 -0.50184463]
238,1,6.158474072482792,[-0.12470677  0.97779317 -0.1684302 ]
239,1,2.75605012818146,[-0.92117066  0.12426469 -0.36878572]
240,1,9.536054402199754,[-0.53832421 -0.60759935  0.5839778 ]
241,1,0.04879609216667784,[ 0.74553645  0.40586779 -0.52862722]
242,1,4.429546657485041,[ 0.05311951  0.0990707  -0.99366157]
243,1,4.381889360756722,[-0.34824011 -0.27849774 -0.89507979]
244,1,2.313739524682596,[-0.15809115  0.1374982  -0.9778044 ]
245,0,2.868505416597685,[-0.79233532  0.50381816  0.34405233]
246,1,6.128856961181644,[-0.18766918  0.84387464 -0.50264886]
247,1,3.138272499651664,[ 0.88675831 -0.02363669  0.46162865]
248,1,1.2027365828481558,[-0.22438166  0.61545369  0.75555914]
249,0,2.3247051903077907,[-0.48522967 -0.35091015 -0.8008834 ]
250,2,0.207931097146475,[-0.56172913 -0.81770269  0.12578831]
251,0,2.937921601130081,[-0.98476582 -0.11500739  0.1304208 ]
252,1,1.6195430731516878,[ 0.26458701  0.93112891 -0.2509834 ]
253,1,0.5856848155855898,[ 0.3029071   0.92911112 -0.2121316 ]
254,1,0.36084527383451487,[0.46328295 0.5432015  0.700215  ]
255,0,0.5983117070937821,[-0.04088864  0.69764959 -0.71527139]
256,0,0.5645364119836662,[ 0.37990864 -0.28038051 -0.88150791]
257,1,0.10796360813657102,[0.42165788 0.72578846 0.54354001]
258,1,1.4155699598305362,[-0.48648239 -0.14999835 -0.86071795]
259,2,4.399841281486363,[0.13121085 0.08423545 0.98776926]
260,2,0.9979564463315312,[ 0.58991147  0.21875509 -0.7772713 ]
261,1,5.831119574979011,[ 0.43283167  0.30968591 -0.84661171]
262,2,2.661527128678006,[-0.56918627  0.63064879 -0.52755009]
263,1,1.0836462445956467,[-0.75595    -0.01685207 -0.65441241]
264,1,1.9086057727269583,[0.12725517 0.39000055 0.911979  ]
265,0,3.151816237320599,[ 0.80908731 -0.24591827 -0.53376205]
266,0,2.9739268644916526,[0.71990807 0.13489815 0.68083395]
267,1,0.2662408244898132,[0.79809698 0.37871004 0.46863623]
268,1,1.0901094943804834,[0.72389125 0.53181076 0.43949831]
269,2,2.917032189101781,[-0.89256426 -0.38802939  0.2297003 ]
270,1,1.4979643863837662,[-0.0219866  -0.99506124  0.09679731]
271,2,0.40394988551516275,[-0.04462358 -0.94158274  0.33381234]
272,2,0.5834603522046425,[-0.04004149 -0.45546632 -0.88935207]
273,1,3.4084475635243217,[ 0.12825087 -0.9042616   0.40726241]
274,1,5.754097753534762,[-0.76758126 -0.63788272  0.06264695]
275,2,0.2596099026093032,[-0.60698253 -0.46130355 -0.64712537]
276,1,0.9612837153486823,[-0.51204542 -0.8048488  -0.3000465 ]
277,2,0.5492701942296607,[ 0.21225966  0.97486395 -0.06772091]
278,2,0.9075635684867098,[-0.4421003  -0.83528211 -0.32688091]
279,0,0.1389068194431496,[-0.17645251  0.92720167 -0.3303961 ]
280,1,3.3285437508818774,[-0.39771395 -0.75240552 -0.52508051]
281,1,1.3953029815062257,[ 0.83967851 -0.45850176  0.29106038]
282,0,1.5084364482013297,[-0.63709957  0.73776543  0.22317327]
283,1,0.19086762048661696,[-0.80232915  0.00897453 -0.59681437]
284,1,0.5649313810477561,[-0.82276571 -0.47472908  0.31255221]
285,1,0.6504851566090718,[ 0.56857066 -0.27149631  0.77654179]
286,2,0.9565551596005842,[-0.90066543  0.43450602  0.00250855]
287,2,1.3562100840586726,[ 0.28827186  0.92662028 -0.24140047]
288,0,0.35843169310878215,[-0.87436295 -0.32982395 -0.3559573 ]
289,1,0.22765979865993866,[0.1685338  0.90151034 0.39859185]
290,0,1.8021960659612815,[0.24324195 0.96948429 0.03055423]
291,2,5.261542043259455,[0.58475321 0.02766254 0.81073946]
292,2,0.2976537075068886,[ 0.23390061  0.46523312 -0.85372633]
293,1,0.3335827086108752,[ 0.09126693 -0.88210695  0.462123  ]
294,1,3.046481055152061,[-0.70780965 -0.66221483  0.24592076]
295,1,0.2598231215470921,[ 0.10531409  0.04736426 -0.99331041]
296,0,3.9148113244493565,[ 0.51512063 -0.80521575 -0.29373173]
297,1,0.20914023781020288,[-0.68199778  0.72704061 -0.07931572]
298,1,0.2572523531931339,[-0.22398106 -0.67627485 -0.70177262]
299,2,0.34277620313494483,[0.54065441 0.70959095 0.45185561]
300,2,1.0496046517706794,[ 0.65755706  0.60417625 -0.45009973]
301,0,0.023478178169733556,[-0.67896932  0.08834781 -0.72883148]
302,2,0.5589827712111798,[ 0.2696975   0.69421671 -0.66732782]
303,1,0.5750991508327543,[0.68235946 0.04664536 0.72952709]
304,0,2.58921603875307,[-0.51676406  0.83960698  0.16737687]
305,1,0.05187459704276298,[-0.80784319  0.57045905  0.14820879]
306,1,0.17156670667922436,[-0.39941025 -0.29461252 -0.86814452]
307,1,1.780567847426709,[ 0.15284848 -0.98690298  0.05157381]
308,1,2.989468976567134,[ 0.1260012   0.99174445 -0.02380418]
309,0,0.7829415600474154,[ 0.10751092  0.88369693 -0.45554488]
310,1,1.3716751183155558,[-0.39244532 -0.00729492 -0.91974641]
311,2,0.34199079742296296,[-0.41576234 -0.5907635   0.6914768 ]
312,2,1.4831101442945254,[ 0.42134596 -0.35777528  0.83334533]
313,1,4.413115343583381,[-0.85717218 -0.49874331 -0.12849496]
314,1,0.12666464932694718,[-0.25166978  0.09611172 -0.963029  ]
315,2,1.4886647047129582,[-0.76642246 -0.08322798 -0.63692206]
316,2,2.6465143042510135,[-0.2606897  -0.25108031 -0.93220146]
317,1,1.3591823593431294,[0.65448074 0.74843996 0.10720347]
318,2,1.0927997153556874,[-0.16440255  0.62681513  0.76162628]
319,2,1.2097965179882224,[0.90167911 0.06103579 0.42807641]
320,1,3.359208581557388,[-0.03425455  0.42276044  0.90559386]
321,0,2.8067912835301465,[-0.1852152   0.50749683 -0.84151191]
322,0,2.5067002697496017,[ 0.00099062  0.97946054 -0.2016335 ]
323,2,1.6373029764354186,[ 0.9336196  -0.3546528  -0.05075267]
324,2,4.665043675405041,[-0.36764289 -0.21957927 -0.90367232]
325,0,3.400774055036011,[ 0.48368625 -0.75833089 -0.43701473]
326,1,6.768782654617596,[-0.88177888  0.12448866  0.454938  ]
327,1,1.7279579290490767,[ 0.15728973  0.94556124 -0.2849103 ]
328,0,0.7524863285266017,[ 0.24059663 -0.95891834  0.15029599]
329,1,3.4896349028674507,[-0.05895501 -0.80026689  0.59673882]
330,2,1.5274863201580755,[ 0.65713845 -0.53239653 -0.5335944 ]
331,1,1.2338135329531537,[ 0.55993378 -0.82058854 -0.11449282]
332,1,1.3867809802568778,[ 0.56674986 -0.43357765 -0.70057478]
333,1,0.8057222028271578,[-0.55434126  0.68476144  0.47308301]
334,2,0.8939308517545288,[ 0.30736588  0.95150933 -0.01249857]
335,1,0.9393982927397504,[ 0.84816374 -0.2486236   0.46776552]
336,2,0.12082986852610778,[ 0.5837597  -0.21630196 -0.78258423]
337,0,2.961463503438427,[ 0.12575129 -0.61426325 -0.77901686]
338,2,0.07835041585229933,[-0.69568284  0.71658535  0.05030719]
339,0,0.56878969492734,[-0.64703418  0.76202015 -0.02592412]
340,2,0.6023422850364538,[-0.79509958 -0.2439866   0.55523616]
341,1,5.768831868260726,[-0.17696814 -0.18523557 -0.96662819]
342,1,2.8243545533347336,[0.86461838 0.1708583  0.47248544]
343,1,1.4636440461967704,[-0.3664953  -0.41169059 -0.83438124]
344,1,7.618432606246842,[-0.03518607 -0.77551617  0.63034642]
345,1,1.393204601259885,[ 0.78483122 -0.60239041 -0.14548455]
346,1,2.821289290042365,[ 0.99613967 -0.0584516  -0.06549171]
347,1,1.734519347021856,[-0.99576448 -0.00704085  0.09167078]
348,1,1.938828467706362,[-0.98604938 -0.15137883 -0.06921751]
349,2,3.1365066191674895,[ 0.89649604  0.11524996 -0.42779936]
350,1,0.12419921736963144,[-0.02195713 -0.9910853   0.13140709]
351,1,0.13069316555415186,[-0.40136561 -0.475063    0.78308415]
352,1,0.8765989633153117,[-0.71889375 -0.19101032  0.66836131]
353,1,0.019570667133304662,[-0.72418131  0.03154358  0.68888782]
354,1,0.23307492508181468,[-0.7643463   0.59548629  0.24732735]
355,2,1.5193799512287363,[-0.69728905 -0.61859037 -0.36212419]
356,1,1.256108184667322,[ 0.39690978 -0.90533255  0.15111451]
357,1,0.012394423417553785,[ 0.18736934 -0.45341281  0.8713837 ]
358,1,1.543856821635849,[ 0.14802069 -0.73293077  0.6640048 ]
359,0,0.3674817302682535,[-0.91450468 -0.33211301  0.23104574]
360,0,5.363434277538038,[0.18137139 0.97879576 0.09520124]
361,0,3.1622014307688056,[ 0.19891256 -0.87146733 -0.44830625]
362,1,1.096476757888495,[-0.59409996  0.31432652 -0.74043505]
363,2,4.601007543484299,[-0.28213336  0.09459998 -0.95469975]
364,1,2.965647270707737,[-0.80091841  0.54160035 -0.25534049]
365,2,0.1616168552167378,[ 0.43807153 -0.73104656 -0.52312929]
366,1,0.34839117243701434,[ 0.46866393  0.79017451 -0.39494096]
367,0,2.50440785694974,[-0.78094868  0.38270833  0.49361269]
368,1,1.304319385656371,[-0.2710335  -0.53851012  0.79783939]
369,1,1.6342376232382807,[ 7.85207736e-02  4.05241725e-04 -9.96912395e-01]
370,1,0.4320347893602892,[0.46982481 0.08446133 0.87870981]
371,1,0.80123450795039,[-0.10223662  0.81509964  0.57022824]
372,0,0.8596715718503242,[ 0.0602469  -0.64403972  0.76261599]
373,2,0.1889475018953605,[-0.29277012  0.11119651  0.94969521]
374,1,0.5341540284463235,[-0.67522102  0.4848604   0.55586596]
375,0,0.9774769373951412,[ 0.5378648  -0.74562071 -0.39338432]
376,0,2.2690025318622187,[-0.00802647  0.57149114  0.82056898]
377,1,0.7467451558288222,[-0.80487019 -0.29703973 -0.51376198]
378,2,2.1297417390664335,[-0.70884786  0.63093001 -0.31537602]
379,2,1.3284740877557653,[ 0.3959629   0.72362912 -0.56530901]
380,1,0.7302170333890722,[-0.46155352  0.88497612 -0.06152744]
381,2,1.8327456001535576,[ 0.75918902 -0.09227665  0.64429578]
382,0,0.23233176913839773,[-0.43386698 -0.43876323 -0.78692202]
383,1,0.13543253244725093,[-0.46776455  0.7349543  -0.49095672]
384,1,3.9601684134920014,[-0.472682   -0.36737206  0.80100531]
385,2,2.9222391619995842,[-0.4124846   0.90066078  0.13662586]
386,2,0.7289149398325974,[-0.76639687  0.58351422  0.26860191]
387,1,0.6055807367059503,[ 0.50711645 -0.15060036 -0.84861795]
388,0,1.2107902456239383,[ 0.03041698 -0.53564074  0.84389798]
389,0,0.39941093019304424,[-0.70644841  0.58469812  0.3988217 ]
390,1,0.3973472737727372,[-0.2548275  -0.68794359 -0.67955615]
391,1,0.40076197570895333,[ 0.33538067 -0.61852995 -0.71059166]
392,1,0.6005425273060836,[ 0.0276817  -0.89490184  0.44540366]
393,1,0.5682099670341477,[-2.68541801e-04 -8.56349123e-02  9.96326548e-01]
394,1,0.06210636223237736,[-0.24841793 -0.85469018 -0.45584343]
395,1,0.09971199257569756,[0.84474984 0.41843179 0.33363534]
396,0,0.2637285247215562,[-0.84870425  0.41547238  0.32723661]
